"sede","fecha","cantidad_visitantes","cantidad_combos","gasto_total","propina","tiempo_espera","satisfaccion_cliente","numero_de_mesas_disponibles"
"Gestion_estudiantil",2023-02-04,31,3,6000,282,4.8,91.4,15
"Biblioteca",2023-02-04,11,2,4000,123,3.4,91.6,18
"Laboratorios",2023-02-04,24,4,8000,197,6.2,92.7,22
"Auditorio",2023-02-04,27,5,10000,195,8.8,92.9,29
"PIA",2023-02-04,29,3,6000,275,6.3,97.7,18
"Playon",2023-02-04,30,4,8000,240,6.6,97.3,13
"Gratuidad_Universitaria",2023-02-04,39,2,4000,297,4.7,100.9,10
"Justicia_Social",2023-02-04,42,2,4000,188,3.9,108.6,13
"Sede_Vergara",2023-02-04,43,3,6000,175,5.7,99.1,23
"Polideportivo",2023-02-04,19,2,4000,206,3.2,88.2,25
"Escuela_Universitaria_de_Ingles",2023-02-04,51,4,8000,285,10,95.8,15
"Trabajo_Argentino",2023-02-05,3,3,6000,301,7.1,89,28
"Malvinas_Argentinas",2023-02-05,8,3,6000,230,7.3,97.1,21
"Marcos_Paz",2023-02-05,35,5,10000,170,10.3,88.2,22
"Rectorado",2023-02-05,12,4,8000,259,7.2,100,13
"Gestion_estudiantil",2023-02-05,11,3,6000,107,7,91.9,27
"Laboratorios",2023-02-05,11,5,10000,123,7.6,89.3,27
"Auditorio",2023-02-05,21,5,10000,129,12.1,70.5,26
"PIA",2023-02-05,35,3,6000,237,4.6,92.6,24
"Playon",2023-02-05,9,2,4000,279,3.7,92.5,26
"Gratuidad_Universitaria",2023-02-05,13,2,4000,202,4.8,93.8,11
"Justicia_Social",2023-02-05,20,2,4000,291,4.5,98.1,18
"Polideportivo",2023-02-05,4,2,4000,125,4.7,100.8,25
"Escuela_Universitaria_de_Ingles",2023-02-05,33,4,8000,224,8,96.3,16
"Trabajo_Argentino",2023-02-06,11,6,12000,460,10.8,89.5,30
"Marcos_Paz",2023-02-06,21,5,10000,165,8.2,90.7,16
"Rectorado",2023-02-06,2,5,10000,138,10.8,91.6,30
"Gestion_estudiantil",2023-02-06,13,3,6000,244,6.8,95.2,26
"Biblioteca",2023-02-06,36,2,4000,155,3.2,87,24
"Laboratorios",2023-02-06,7,5,10000,204,11.7,88.1,19
"Auditorio",2023-02-06,5,5,10000,289,11.1,83.8,25
"PIA",2023-02-06,17,4,8000,155,6.9,94.8,11
"Playon",2023-02-06,4,5,10000,233,8.2,93.7,13
"Justicia_Social",2023-02-06,11,4,8000,255,9.9,94,14
"Sede_Vergara",2023-02-06,15,2,4000,196,3.6,94.6,12
"Polideportivo",2023-02-06,46,3,6000,153,6.2,97.4,15
"Trabajo_Argentino",2023-02-07,8,3,6000,406,4.9,96,15
"Malvinas_Argentinas",2023-02-07,3,3,6000,267,5,89.9,28
"Marcos_Paz",2023-02-07,9,3,6000,242,6.9,91.1,14
"Rectorado",2023-02-07,4,2,4000,181,4.1,96.2,14
"Gestion_estudiantil",2023-02-07,16,4,8000,281,9.8,84.1,21
"Biblioteca",2023-02-07,26,5,10000,106,11.2,72.3,18
"Laboratorios",2023-02-07,14,2,4000,258,3.5,99.8,29
"Invernaula",2023-02-07,35,2,4000,168,3.4,96.1,29
"Auditorio",2023-02-07,16,5,10000,109,7.7,86.9,15
"PIA",2023-02-07,26,2,4000,250,4.6,88,13
"Playon",2023-02-07,17,5,10000,122,10.3,81.8,29
"Justicia_Social",2023-02-07,11,4,8000,178,7.2,91.9,21
"Sede_Vergara",2023-02-07,16,4,8000,250,9.6,91.1,25
"Polideportivo",2023-02-07,25,4,8000,114,8.5,93.6,23
"Trabajo_Argentino",2023-02-08,22,3,6000,586,6.6,98.7,25
"Marcos_Paz",2023-02-08,18,2,4000,272,4.8,95.3,17
"Rectorado",2023-02-08,4,3,6000,151,6.3,97.9,23
"Gestion_estudiantil",2023-02-08,22,4,8000,133,7.9,94,24
"Biblioteca",2023-02-08,53,2,4000,287,4.2,106.3,29
"Laboratorios",2023-02-08,9,2,4000,142,3.1,103.8,30
"Invernaula",2023-02-08,28,2,4000,249,4.9,104.5,12
"Auditorio",2023-02-08,15,2,4000,114,4.3,94,14
"PIA",2023-02-08,28,2,4000,175,3.6,90.9,21
"Playon",2023-02-08,31,2,4000,177,4.1,97.2,12
"Gratuidad_Universitaria",2023-02-08,4,3,6000,248,6,87.9,15
"Justicia_Social",2023-02-08,21,4,8000,189,7.5,93.4,20
"Sede_Vergara",2023-02-08,28,4,8000,218,6.9,83.6,26
"Polideportivo",2023-02-08,42,5,10000,174,12,87.7,20
"Trabajo_Argentino",2023-02-09,23,6,12000,547,9.6,95.7,24
"Malvinas_Argentinas",2023-02-09,1,3,6000,173,6.4,88.2,26
"Marcos_Paz",2023-02-09,25,3,6000,126,5.1,91.1,24
"Rectorado",2023-02-09,12,2,4000,195,3,103.6,19
"Gestion_estudiantil",2023-02-09,10,4,8000,107,9.8,81.9,11
"Biblioteca",2023-02-09,20,2,4000,176,4.9,90.8,21
"Laboratorios",2023-02-09,4,3,6000,265,5.5,97.4,28
"Invernaula",2023-02-09,26,2,4000,103,4.6,97.1,14
"Auditorio",2023-02-09,15,4,8000,235,9.4,89.1,11
"PIA",2023-02-09,14,3,6000,139,4.5,100.8,27
"Playon",2023-02-09,18,3,6000,135,5,94.8,10
"Gratuidad_Universitaria",2023-02-09,20,5,10000,284,11.2,98.1,20
"Justicia_Social",2023-02-09,25,4,8000,238,9.1,97.5,26
"Sede_Vergara",2023-02-09,18,3,6000,120,5.9,90.1,24
"Polideportivo",2023-02-09,17,3,6000,176,6.9,94.2,14
"Escuela_Universitaria_de_Ingles",2023-02-09,26,3,6000,257,6.4,87.8,10
"Trabajo_Argentino",2023-02-10,25,5,10000,369,7.7,89.5,28
"Malvinas_Argentinas",2023-02-10,3,3,6000,199,5,100.7,17
"Marcos_Paz",2023-02-10,20,4,8000,270,9.1,100.9,23
"Rectorado",2023-02-10,2,5,10000,228,7.5,90,17
"Gestion_estudiantil",2023-02-10,18,3,6000,103,6.9,94.2,23
"Biblioteca",2023-02-10,48,2,4000,185,4.9,97.4,19
"Laboratorios",2023-02-10,21,3,6000,143,6.2,93.7,13
"Invernaula",2023-02-10,23,3,6000,291,7.5,95.6,17
"Auditorio",2023-02-10,15,3,6000,122,4.9,97.2,16
"PIA",2023-02-10,38,3,6000,286,7.4,85.3,20
"Playon",2023-02-10,43,5,10000,282,12.2,89.4,24
"Gratuidad_Universitaria",2023-02-10,28,5,10000,165,12,84.4,24
"Justicia_Social",2023-02-10,60,5,10000,241,9.8,93.6,20
"Sede_Vergara",2023-02-10,56,5,10000,289,9.3,86.8,20
"Polideportivo",2023-02-10,51,3,6000,208,6.5,85.3,19
"Escuela_Universitaria_de_Ingles",2023-02-10,42,2,4000,298,4.3,97.5,22
"Trabajo_Argentino",2023-02-11,23,3,6000,342,7.5,95.7,12
"Malvinas_Argentinas",2023-02-11,2,3,6000,246,4.6,93.4,24
"Marcos_Paz",2023-02-11,38,3,6000,297,6.3,95.2,25
"Rectorado",2023-02-11,12,3,6000,242,4.9,93.3,19
"Gestion_estudiantil",2023-02-11,36,3,6000,283,7.1,91.6,11
"Laboratorios",2023-02-11,21,5,10000,114,11.5,87.8,22
"Invernaula",2023-02-11,52,3,6000,121,5.3,95.7,12
"Auditorio",2023-02-11,43,2,4000,132,4.9,97.4,23
"PIA",2023-02-11,22,4,8000,117,6.4,87.2,16
"Playon",2023-02-11,42,2,4000,217,4.3,95.5,25
"Gratuidad_Universitaria",2023-02-11,16,3,6000,135,5.2,88.5,22
"Justicia_Social",2023-02-11,65,3,6000,156,6.6,88.6,22
"Sede_Vergara",2023-02-11,43,4,8000,220,6.3,97.2,17
"Polideportivo",2023-02-11,20,5,10000,146,12.3,87.7,21
"Escuela_Universitaria_de_Ingles",2023-02-11,38,3,6000,117,5,102.7,13
"Malvinas_Argentinas",2023-02-12,2,4,8000,202,8.1,92.8,23
"Marcos_Paz",2023-02-12,37,5,10000,261,12.3,86.7,10
"Rectorado",2023-02-12,7,5,10000,264,7.6,93.4,23
"Gestion_estudiantil",2023-02-12,33,5,10000,225,9.5,84.7,25
"Laboratorios",2023-02-12,5,5,10000,286,9.2,97.3,24
"Auditorio",2023-02-12,30,2,4000,116,3.1,87,24
"PIA",2023-02-12,43,5,10000,216,11.2,90.7,13
"Playon",2023-02-12,10,3,6000,234,4.7,84.6,11
"Gratuidad_Universitaria",2023-02-12,20,4,8000,236,9.3,91.4,29
"Justicia_Social",2023-02-12,55,5,10000,194,8.5,90,16
"Escuela_Universitaria_de_Ingles",2023-02-12,24,3,6000,292,6.7,102.9,22
"Trabajo_Argentino",2023-02-13,20,4,8000,531,6.1,96.4,23
"Marcos_Paz",2023-02-13,23,3,6000,156,5,92.3,23
"Rectorado",2023-02-13,5,4,8000,114,6.4,97.9,24
"Gestion_estudiantil",2023-02-13,11,3,6000,215,4.8,96.8,24
"Biblioteca",2023-02-13,21,5,10000,231,11.2,92.2,12
"Laboratorios",2023-02-13,5,5,10000,221,8.2,89.2,12
"Auditorio",2023-02-13,21,2,4000,287,3.3,96.2,25
"PIA",2023-02-13,17,4,8000,149,9.3,88,19
"Playon",2023-02-13,9,3,6000,264,5,97.1,27
"Gratuidad_Universitaria",2023-02-13,16,5,10000,206,11.3,83.6,19
"Justicia_Social",2023-02-13,29,3,6000,150,4.6,87.8,29
"Sede_Vergara",2023-02-13,27,3,6000,117,6.4,87.6,18
"Polideportivo",2023-02-13,15,3,6000,112,5.7,87.8,16
"Escuela_Universitaria_de_Ingles",2023-02-13,26,4,8000,246,9.8,94.9,10
"Trabajo_Argentino",2023-02-14,17,3,6000,362,5.5,100.5,10
"Malvinas_Argentinas",2023-02-14,1,3,6000,100,4.8,85.8,23
"Marcos_Paz",2023-02-14,22,5,10000,212,10.1,90.7,30
"Rectorado",2023-02-14,8,5,10000,178,9.9,91.5,28
"Gestion_estudiantil",2023-02-14,26,3,6000,125,5.3,90.9,19
"Biblioteca",2023-02-14,30,4,8000,206,7.7,90.2,18
"Laboratorios",2023-02-14,6,3,6000,200,6.8,86.9,27
"Invernaula",2023-02-14,32,3,6000,229,6.2,88.9,23
"Auditorio",2023-02-14,11,3,6000,144,4.6,92.3,16
"PIA",2023-02-14,36,5,10000,120,7.6,87.5,21
"Playon",2023-02-14,32,4,8000,298,8.7,85,29
"Gratuidad_Universitaria",2023-02-14,8,4,8000,257,7,85.6,18
"Justicia_Social",2023-02-14,17,5,10000,123,8.4,91.4,10
"Sede_Vergara",2023-02-14,20,4,8000,163,9.9,92.6,20
"Polideportivo",2023-02-14,24,2,4000,298,4.8,96.8,16
"Escuela_Universitaria_de_Ingles",2023-02-14,16,4,8000,249,6.9,95.6,17
"Trabajo_Argentino",2023-02-15,15,4,8000,454,9.7,90.4,10
"Malvinas_Argentinas",2023-02-15,3,4,8000,205,7.1,91.3,26
"Marcos_Paz",2023-02-15,26,2,4000,139,4.7,93.7,26
"Rectorado",2023-02-15,7,2,4000,249,3.4,97.4,10
"Gestion_estudiantil",2023-02-15,24,3,6000,275,6.7,96.9,30
"Biblioteca",2023-02-15,39,5,10000,233,8.4,89.3,20
"Laboratorios",2023-02-15,11,4,8000,148,9.5,81.8,13
"Invernaula",2023-02-15,27,5,10000,154,7.9,98.5,23
"Auditorio",2023-02-15,10,3,6000,252,5.7,95.7,13
"PIA",2023-02-15,33,5,10000,143,11.8,83,25
"Playon",2023-02-15,20,2,4000,288,4.8,94.4,20
"Gratuidad_Universitaria",2023-02-15,6,5,10000,167,9.5,96.2,24
"Justicia_Social",2023-02-15,40,3,6000,264,6.5,91.9,16
"La_Patria",2023-02-15,5,5,10000,239,7.8,93.3,15
"Sede_Vergara",2023-02-15,43,4,8000,226,7.8,84.1,26
"Polideportivo",2023-02-15,26,5,10000,111,11.4,90.1,13
"Escuela_Universitaria_de_Ingles",2023-02-15,12,2,4000,264,3.8,95.9,18
"Trabajo_Argentino",2023-02-16,16,6,12000,305,12.7,89.7,25
"Marcos_Paz",2023-02-16,14,3,6000,159,7.1,93.4,16
"Rectorado",2023-02-16,7,5,10000,220,11.6,87.5,11
"Gestion_estudiantil",2023-02-16,24,2,4000,195,3.7,90.2,12
"Biblioteca",2023-02-16,33,3,6000,182,5.8,91.6,16
"Laboratorios",2023-02-16,12,4,8000,164,10,89.3,27
"Invernaula",2023-02-16,29,5,10000,223,11.5,90.4,24
"Auditorio",2023-02-16,10,3,6000,201,6.6,92.5,13
"PIA",2023-02-16,33,4,8000,182,8.2,89.4,11
"Playon",2023-02-16,27,2,4000,264,4.6,92.2,10
"Justicia_Social",2023-02-16,25,4,8000,251,6.3,92.6,28
"Sede_Vergara",2023-02-16,22,5,10000,144,7.9,97.2,10
"Polideportivo",2023-02-16,68,4,8000,271,8.5,98.7,19
"Escuela_Universitaria_de_Ingles",2023-02-16,19,2,4000,134,4.5,89.1,18
"Trabajo_Argentino",2023-02-17,39,4,8000,459,7.1,90.6,20
"Marcos_Paz",2023-02-17,12,2,4000,204,3,97.9,16
"Rectorado",2023-02-17,8,4,8000,257,7,90.1,24
"Gestion_estudiantil",2023-02-17,32,5,10000,155,9.4,78.7,11
"Biblioteca",2023-02-17,50,4,8000,132,9,83.2,26
"Laboratorios",2023-02-17,18,3,6000,175,6.5,90.2,21
"Invernaula",2023-02-17,23,5,10000,100,11.9,89.9,24
"Auditorio",2023-02-17,27,5,10000,278,10.8,83.7,19
"PIA",2023-02-17,27,2,4000,161,3.7,101.1,27
"Playon",2023-02-17,24,2,4000,205,3.9,97.3,22
"Gratuidad_Universitaria",2023-02-17,25,2,4000,167,4.2,87.2,27
"Justicia_Social",2023-02-17,25,4,8000,136,7.1,98.2,10
"Sede_Vergara",2023-02-17,51,3,6000,254,7.2,91.6,16
"Polideportivo",2023-02-17,40,5,10000,129,9.8,86.6,16
"Escuela_Universitaria_de_Ingles",2023-02-17,28,4,8000,107,6.3,88,24
"Trabajo_Argentino",2023-02-18,22,3,6000,559,6.7,94,13
"Malvinas_Argentinas",2023-02-18,1,5,10000,224,9.6,94.7,10
"Marcos_Paz",2023-02-18,41,4,8000,218,9.9,87.8,22
"Rectorado",2023-02-18,10,2,4000,142,4,93,19
"Gestion_estudiantil",2023-02-18,33,5,10000,144,7.7,91.4,20
"Biblioteca",2023-02-18,16,4,8000,168,9.7,85.9,13
"Laboratorios",2023-02-18,28,3,6000,107,5.3,88.6,26
"Invernaula",2023-02-18,46,3,6000,270,7.2,100.6,26
"Auditorio",2023-02-18,21,5,10000,199,9.9,87,19
"PIA",2023-02-18,35,3,6000,254,5.5,93,21
"Playon",2023-02-18,33,5,10000,146,8.3,95.3,10
"Gratuidad_Universitaria",2023-02-18,58,5,10000,290,9.9,89.3,15
"Justicia_Social",2023-02-18,34,3,6000,254,5.9,97.2,20
"Sede_Vergara",2023-02-18,58,4,8000,194,6.4,94.3,14
"Polideportivo",2023-02-18,44,5,10000,235,8.1,94.9,20
"Escuela_Universitaria_de_Ingles",2023-02-18,49,3,6000,265,6.5,91.9,26
"Trabajo_Argentino",2023-02-19,3,3,6000,478,7,89.3,21
"Malvinas_Argentinas",2023-02-19,2,4,8000,297,8.3,98.3,27
"Marcos_Paz",2023-02-19,33,2,4000,263,4,102.1,24
"Rectorado",2023-02-19,9,3,6000,193,6.4,90.4,14
"Gestion_estudiantil",2023-02-19,18,3,6000,138,6.1,94.7,17
"Laboratorios",2023-02-19,2,4,8000,290,8.6,86.7,20
"PIA",2023-02-19,53,3,6000,242,6.4,97.3,15
"Playon",2023-02-19,23,4,8000,209,6.7,90,29
"Gratuidad_Universitaria",2023-02-19,17,3,6000,209,5.8,98.6,29
"Justicia_Social",2023-02-19,26,5,10000,200,8.5,93.6,16
"Sede_Vergara",2023-02-19,10,2,4000,250,3.2,94.6,24
"Polideportivo",2023-02-19,3,5,10000,164,10,97.4,27
"Escuela_Universitaria_de_Ingles",2023-02-19,32,3,6000,101,6.3,99.6,30
"Trabajo_Argentino",2023-02-20,7,3,6000,392,5.4,85.6,22
"Marcos_Paz",2023-02-20,18,2,4000,253,3.8,108,21
"Rectorado",2023-02-20,5,5,10000,180,8.3,87.7,14
"Gestion_estudiantil",2023-02-20,32,4,8000,108,6.5,95.8,25
"Biblioteca",2023-02-20,22,5,10000,131,12,82.7,18
"Laboratorios",2023-02-20,4,5,10000,265,9.8,92.1,19
"Playon",2023-02-20,2,3,6000,279,5.9,91.8,12
"Gratuidad_Universitaria",2023-02-20,17,5,10000,270,10.2,79.4,12
"Justicia_Social",2023-02-20,19,2,4000,178,3.7,91.1,11
"Sede_Vergara",2023-02-20,22,2,4000,108,4.2,101.7,20
"Polideportivo",2023-02-20,36,2,4000,247,3.5,96.3,25
"Escuela_Universitaria_de_Ingles",2023-02-20,31,2,4000,183,3.9,97.5,24
"Trabajo_Argentino",2023-02-21,14,3,6000,433,6,99.7,19
"Marcos_Paz",2023-02-21,19,3,6000,138,5.8,87.3,23
"Rectorado",2023-02-21,3,5,10000,269,11.7,87.3,26
"Gestion_estudiantil",2023-02-21,24,4,8000,174,9.5,96,18
"Biblioteca",2023-02-21,48,3,6000,105,6.9,90.6,24
"Laboratorios",2023-02-21,13,5,10000,238,8.5,80.9,24
"PIA",2023-02-21,35,4,8000,103,6.5,87.3,19
"Playon",2023-02-21,35,4,8000,228,7.6,86.5,29
"Gratuidad_Universitaria",2023-02-21,36,5,10000,256,11,92.2,17
"Justicia_Social",2023-02-21,10,5,10000,226,11.4,86.6,24
"Sede_Vergara",2023-02-21,39,5,10000,157,9.1,88.8,11
"Polideportivo",2023-02-21,25,4,8000,138,8.8,88.3,15
"Escuela_Universitaria_de_Ingles",2023-02-21,20,4,8000,234,9.5,93.7,10
"Trabajo_Argentino",2023-02-22,25,6,12000,466,13.2,90.1,19
"Marcos_Paz",2023-02-22,17,3,6000,243,4.8,97.4,28
"Rectorado",2023-02-22,1,2,4000,203,3.9,84.1,26
"Gestion_estudiantil",2023-02-22,26,5,10000,237,7.9,105.6,24
"Biblioteca",2023-02-22,41,5,10000,164,8.5,89.4,10
"Laboratorios",2023-02-22,24,2,4000,243,4.2,98.9,29
"Auditorio",2023-02-22,4,3,6000,237,4.7,98.3,10
"PIA",2023-02-22,29,2,4000,268,3.6,96.9,26
"Playon",2023-02-22,21,2,4000,269,4.6,86.2,21
"Gratuidad_Universitaria",2023-02-22,13,5,10000,161,9.8,88.8,14
"Justicia_Social",2023-02-22,15,2,4000,255,4.3,94.2,19
"Sede_Vergara",2023-02-22,43,5,10000,268,9.6,84.3,22
"Polideportivo",2023-02-22,34,2,4000,116,4,88.9,28
"Escuela_Universitaria_de_Ingles",2023-02-22,3,5,10000,115,11.8,89.7,11
"Trabajo_Argentino",2023-02-23,11,5,10000,364,10.7,87.8,16
"Malvinas_Argentinas",2023-02-23,1,4,8000,222,9.2,90.8,27
"Marcos_Paz",2023-02-23,11,4,8000,150,6.6,90.8,28
"Rectorado",2023-02-23,6,4,8000,284,6.9,94.6,27
"Gestion_estudiantil",2023-02-23,36,5,10000,120,11.4,98.3,22
"Biblioteca",2023-02-23,46,3,6000,110,4.6,95.3,30
"Laboratorios",2023-02-23,12,2,4000,103,4.9,95.2,25
"Invernaula",2023-02-23,34,3,6000,217,4.5,98.6,12
"Auditorio",2023-02-23,15,3,6000,123,7.4,90.2,23
"PIA",2023-02-23,30,4,8000,246,8.3,92.5,17
"Playon",2023-02-23,26,3,6000,103,6.8,87.2,25
"Gratuidad_Universitaria",2023-02-23,5,3,6000,147,5.9,93,26
"Justicia_Social",2023-02-23,8,5,10000,217,11,90.1,18
"Sede_Vergara",2023-02-23,13,3,6000,177,5.8,90.8,11
"Polideportivo",2023-02-23,34,3,6000,228,4.9,104.5,29
"Escuela_Universitaria_de_Ingles",2023-02-23,13,4,8000,212,8.1,97.1,27
"Trabajo_Argentino",2023-02-24,40,3,6000,421,6.4,88.2,27
"Marcos_Paz",2023-02-24,24,5,10000,130,9.5,95,26
"Rectorado",2023-02-24,5,3,6000,150,5.4,89.7,11
"Gestion_estudiantil",2023-02-24,24,4,8000,189,9.4,92.7,27
"Biblioteca",2023-02-24,47,5,10000,237,9.9,89,20
"Laboratorios",2023-02-24,12,5,10000,261,8.5,82.8,13
"Invernaula",2023-02-24,40,4,8000,220,7,86.4,27
"Auditorio",2023-02-24,36,5,10000,256,10.3,88.5,13
"PIA",2023-02-24,36,3,6000,281,6.8,93.8,16
"Playon",2023-02-24,33,3,6000,134,5.7,91.8,10
"Gratuidad_Universitaria",2023-02-24,21,2,4000,249,3.3,90.9,13
"Justicia_Social",2023-02-24,31,3,6000,227,6.3,87.1,28
"Sede_Vergara",2023-02-24,39,3,6000,125,5,99,25
"Polideportivo",2023-02-24,40,2,4000,235,4.4,94,15
"Escuela_Universitaria_de_Ingles",2023-02-24,29,3,6000,279,7,98.8,23
"Trabajo_Argentino",2023-02-25,27,3,6000,528,7.4,85.3,26
"Malvinas_Argentinas",2023-02-25,1,3,6000,207,5.1,85.8,29
"Marcos_Paz",2023-02-25,38,2,4000,125,3.7,93,18
"Rectorado",2023-02-25,3,5,10000,143,8.3,91,20
"Gestion_estudiantil",2023-02-25,14,2,4000,292,3.1,96.1,24
"Biblioteca",2023-02-25,27,3,6000,189,6.3,95.6,10
"Laboratorios",2023-02-25,8,5,10000,266,9.7,91.3,23
"Invernaula",2023-02-25,48,3,6000,119,6.3,86.1,14
"Auditorio",2023-02-25,45,2,4000,297,4.4,88.5,17
"PIA",2023-02-25,26,5,10000,228,10.3,85.2,23
"Playon",2023-02-25,24,3,6000,186,6.4,91.5,11
"Gratuidad_Universitaria",2023-02-25,48,2,4000,216,4.4,92.4,12
"Justicia_Social",2023-02-25,63,3,6000,182,7.1,99.8,27
"Sede_Vergara",2023-02-25,30,2,4000,291,4.6,96.9,25
"Polideportivo",2023-02-25,46,4,8000,211,8.3,93.4,19
"Escuela_Universitaria_de_Ingles",2023-02-25,57,2,4000,293,4.2,91.2,24
"Marcos_Paz",2023-02-26,43,5,10000,109,9.6,92.1,22
"Rectorado",2023-02-26,11,5,10000,240,10.4,89.5,14
"Gestion_estudiantil",2023-02-26,31,2,4000,190,3.6,106.5,21
"Auditorio",2023-02-26,31,5,10000,137,8.9,90.9,20
"PIA",2023-02-26,30,5,10000,251,10.9,89.3,20
"Playon",2023-02-26,11,5,10000,178,9.6,94.4,13
"Gratuidad_Universitaria",2023-02-26,13,2,4000,285,4.9,91.2,30
"Justicia_Social",2023-02-26,33,5,10000,295,10.3,100.4,26
"Polideportivo",2023-02-26,14,3,6000,212,6.7,88.2,12
"Escuela_Universitaria_de_Ingles",2023-02-26,38,2,4000,121,3.3,100.2,16
"Trabajo_Argentino",2023-02-27,8,3,6000,360,5.7,92.1,29
"Marcos_Paz",2023-02-27,14,5,10000,185,9,86.9,23
"Rectorado",2023-02-27,5,3,6000,286,4.9,110,26
"Gestion_estudiantil",2023-02-27,8,4,8000,204,8.6,94.3,30
"Biblioteca",2023-02-27,20,2,4000,129,3.2,95.7,14
"Laboratorios",2023-02-27,9,4,8000,156,7.4,89.2,15
"Auditorio",2023-02-27,26,5,10000,244,11.5,90,15
"PIA",2023-02-27,25,2,4000,240,3.7,100.1,19
"Justicia_Social",2023-02-27,13,5,10000,138,12.3,85.1,16
"Sede_Vergara",2023-02-27,36,3,6000,230,6,92.6,23
"Escuela_Universitaria_de_Ingles",2023-02-27,15,3,6000,153,5.5,95.6,25
"Trabajo_Argentino",2023-02-28,11,4,8000,561,6.5,95.9,18
"Malvinas_Argentinas",2023-02-28,3,2,4000,255,3.9,95.7,19
"Marcos_Paz",2023-02-28,19,4,8000,118,8.2,90.3,15
"Rectorado",2023-02-28,8,2,4000,104,3.4,98.5,23
"Gestion_estudiantil",2023-02-28,43,2,4000,176,4.6,92.2,18
"Biblioteca",2023-02-28,24,2,4000,130,4.9,95.7,26
"Laboratorios",2023-02-28,12,2,4000,144,3.1,97.7,14
"Invernaula",2023-02-28,40,2,4000,185,3.7,97.1,22
"Auditorio",2023-02-28,7,4,8000,292,8.5,85,26
"PIA",2023-02-28,38,5,10000,226,12,87.9,28
"Playon",2023-02-28,32,4,8000,276,7.5,90.7,14
"Gratuidad_Universitaria",2023-02-28,2,5,10000,293,9.8,89.3,22
"Justicia_Social",2023-02-28,22,5,10000,200,8.2,94.9,27
"Sede_Vergara",2023-02-28,20,5,10000,202,12.4,96.2,14
"Polideportivo",2023-02-28,19,5,10000,268,7.8,93.8,17
"Escuela_Universitaria_de_Ingles",2023-02-28,31,4,8000,244,9,85.7,25
"Trabajo_Argentino",2023-03-01,18,4,8000,510,8.1,95.3,30
"Malvinas_Argentinas",2023-03-01,9,2,4000,222,3.9,97.4,19
"Marcos_Paz",2023-03-01,17,4,8000,132,6.6,85,10
"Rectorado",2023-03-01,3,3,6000,116,5.5,99.3,12
"Gestion_estudiantil",2023-03-01,16,4,8000,242,7.6,95.8,12
"Biblioteca",2023-03-01,41,4,8000,268,6.7,94.7,17
"Laboratorios",2023-03-01,20,4,8000,154,6.4,87.4,11
"Auditorio",2023-03-01,11,2,4000,293,4.8,105.7,21
"PIA",2023-03-01,28,3,6000,174,7.4,94.7,24
"Playon",2023-03-01,11,2,4000,137,4.2,91.1,28
"Gratuidad_Universitaria",2023-03-01,7,4,8000,242,7,88.5,27
"Justicia_Social",2023-03-01,9,3,6000,255,6.6,94.3,28
"Sede_Vergara",2023-03-01,44,4,8000,211,7.5,96.2,14
"Polideportivo",2023-03-01,32,3,6000,119,5.8,94.6,25
"Escuela_Universitaria_de_Ingles",2023-03-01,2,4,8000,235,8.3,94.8,27
"Trabajo_Argentino",2023-03-02,8,5,10000,534,8.6,91.2,20
"Marcos_Paz",2023-03-02,15,2,4000,102,4.9,93.4,25
"Rectorado",2023-03-02,7,4,8000,232,6.7,100.5,19
"Gestion_estudiantil",2023-03-02,28,4,8000,178,9.7,91.1,22
"Biblioteca",2023-03-02,31,3,6000,224,7.3,89.7,26
"Laboratorios",2023-03-02,24,3,6000,189,5.8,94.9,29
"Invernaula",2023-03-02,30,4,8000,182,8.8,99.7,11
"Auditorio",2023-03-02,15,4,8000,288,7.6,102.4,10
"PIA",2023-03-02,20,3,6000,138,6.8,96.7,20
"Playon",2023-03-02,22,5,10000,277,12.3,85.9,12
"Gratuidad_Universitaria",2023-03-02,5,4,8000,181,9.3,91.4,13
"Justicia_Social",2023-03-02,11,4,8000,273,6.1,95.1,10
"La_Patria",2023-03-02,25,3,6000,161,6.4,98.6,22
"Sede_Vergara",2023-03-02,28,2,4000,169,3,86.4,15
"Polideportivo",2023-03-02,27,4,8000,167,10,87,27
"Escuela_Universitaria_de_Ingles",2023-03-02,12,2,4000,153,3,102.2,12
"Trabajo_Argentino",2023-03-03,19,4,8000,405,7.9,89.5,21
"Malvinas_Argentinas",2023-03-03,5,3,6000,190,6.7,89.9,30
"Marcos_Paz",2023-03-03,19,4,8000,218,6.2,104.2,17
"Rectorado",2023-03-03,6,2,4000,243,3.8,98.8,22
"Gestion_estudiantil",2023-03-03,28,2,4000,138,3.8,95,18
"Biblioteca",2023-03-03,40,3,6000,265,4.9,101.7,13
"Laboratorios",2023-03-03,23,2,4000,169,3.1,96.8,22
"Invernaula",2023-03-03,35,4,8000,254,6.2,92.1,23
"Auditorio",2023-03-03,22,5,10000,276,9,92.6,12
"PIA",2023-03-03,34,5,10000,277,7.6,99.1,23
"Playon",2023-03-03,31,3,6000,265,5.9,93.5,11
"Justicia_Social",2023-03-03,38,4,8000,264,6.6,93.1,18
"La_Patria",2023-03-03,66,4,8000,175,10,89.6,12
"Sede_Vergara",2023-03-03,48,3,6000,211,4.6,102.9,30
"Polideportivo",2023-03-03,41,2,4000,124,4.5,105.8,13
